predicted_year,section word count,string,Author,Book,Death_date,URI
66,6883,"### | [ثم دخلت سنة ست وستين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
67,4802,"### | [ثم دخلت سنة سبع وستين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
68,6026,"### | [ثم دخلت سنة ثمان وستين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
69,2437,"### | [ثم دخلت سنة تسع وستين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
70,607,"### | [ثم دخلت سنة سبعين من الهجرة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
71,4047,"### | [ثم دخلت سنة إحدى وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
72,1987,"### | [ثم دخلت سنة ثنتين وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
73,7853,"### | [ثم دخلت سنة ثلاث وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
73,733,"### || [من قتل مع ابن الزبير في سنة ثلاث وسبعين بمكة من الأعيان]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
74,2289,"### | [ثم دخلت سنة أربع وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
75,1985,"### | [ثم دخلت سنة خمس وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
76,1853,"### | [ثم دخلت سنة ست وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
77,1754,"### | [ثم دخلت سنة سبع وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
78,562,"### | [ثم دخلت سنة ثمان وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
79,1701,"### | [ثم دخلت سنة تسع وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
80,1346,"### | [ثم دخلت سنة ثمانين من الهجرة النبوية]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
81,1424,"### | [ثم دخلت سنة إحدى وثمانين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
82,2969,"### | [ثم دخلت سنة ثنتين وثمانين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
83,1887,"### | [ثم دخلت سنة ثلاث وثمانين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
84,1191,"### | [ثم دخلت سنة أربع وثمانين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
85,2410,"### | [ثم دخلت سنة خمس وثمانين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
86,4178,"### | [ثم دخلت سنة ست وثمانين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
87,1190,"### | [ثم دخلت سنة سبع وثمانين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
88,772,"### | [ثم دخلت سنة ثمان وثمانين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
88,442,"### | [ثم دخلت سنة ثمان وثمانين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
90,1395,"### | [ثم دخلت سنة تسعين من الهجرة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
91,708,"### | [ثم دخلت سنة إحدى وتسعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
92,495,"### | [ثم دخلت سنة ثنتين وتسعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
93,2991,"### | [ثم دخلت سنة ثلاث وتسعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
94,6126,"### | [ثم دخلت سنة أربع وتسعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
95,8559,"### | [ثم دخلت سنة خمس وتسعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
75,2355,"### || [فصل كيفية دخول الحجاج الكوفة في سنة خمس وسبعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
96,9725,"### | [ثم دخلت سنة ست وتسعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
97,1491,"### | [ثم دخلت سنة سبع وتسعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
98,1117,"### | [ثم دخلت سنة ثمان وتسعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
99,3763,"### | [ثم دخلت سنة تسع وتسعين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
100,1729,"### | [سنة مائة من الهجرة النبوية]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
101,8719,"### | [ثم دخلت سنة إحدى ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
102,1500,"### | ثم دخلت سنة ثنتين ومائة
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
103,285,"### | [ثم دخلت سنة ثلاث ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
104,440,"### | [ثم دخلت سنة أربع ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
105,1073,"### | [ثم دخلت سنة خمس ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
106,322,"### | [ثم دخلت سنة ست ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
107,2132,"### | [ثم دخلت سنة سبع ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
108,90,"### | [ثم دخلت سنة ثمان ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
109,88,"### | [ثم دخلت سنة تسع ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
110,2759,"### | [ثم دخلت سنة عشر ومائة من الهجرة النبوية]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
111,131,"### | [ثم دخلت سنة إحدى عشرة ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
112,532,"### | [ثم دخلت سنة ثنتي عشرة ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
113,430,"### | [ثم دخلت سنة ثلاث عشرة ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
114,288,"### | [ثم دخلت سنة أربع عشرة ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
115,238,"### | [ثم دخلت سنة خمس عشرة ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
116,183,"### | [ثم دخلت سنة ست عشرة ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
117,576,"### | [ثم دخلت سنة سبع عشرة ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
118,520,"### | [ثم دخلت سنة ثماني عشرة ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
119,1107,"### | [ثم دخلت سنة ms4453 تسع عشرة ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
120,899,"### | [سنة عشرين ومائة من الهجرة النبوية]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
121,1078,"### | [ثم دخلت سنة إحدى وعشرين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
122,3817,"### | [ثم دخلت سنة ثنتين وعشرين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
123,219,"### | [ثم دخلت سنة ثلاث وعشرين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
124,2914,"### | [ثم دخلت سنة أربع وعشرين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
125,2875,"### | [ثم دخلت سنة خمس وعشرين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
126,6075,"### | [ثم دخلت سنة ست وعشرين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
127,1886,"### | [ثم دخلت سنة سبع وعشرين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
128,1116,"### | [ثم دخلت سنة ثمان وعشرين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
129,2079,"### | [ثم دخلت سنة تسع وعشرين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
130,1302,"### | [سنة ثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
131,454,"### | [ثم دخلت سنة إحدى وثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
132,7297,"### | [ثم دخلت سنة ثنتين وثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
133,206,"### | [ثم دخلت سنة ثلاث وثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
134,268,"### | [ثم دخلت سنة أربع وثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
135,57,"### | [ثم دخلت سنة خمس وثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
136,1744,"### | [ثم دخلت سنة ست وثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
137,4619,"### | [ثم دخلت سنة سبع وثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
138,387,"### | [ثم دخلت سنة ثمان وثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
139,206,"### | [ثم دخلت سنة تسع وثلاثين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
140,159,"### | [ثم دخلت سنة أربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
141,751,"### | [ثم دخلت سنة إحدى وأربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
142,938,"### | [ثم دخلت سنة ثنتين وأربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
143,82,"### | [ثم دخلت سنة ثلاث وأربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
144,950,"### | [ثم دخلت سنة أربع وأربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
145,5558,"### | [ثم دخلت سنة خمس وأربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
146,2602,"### | [ثم دخلت سنة ست وأربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
147,554,"### | [ثم دخلت سنة سبع وأربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
148,87,"### | [ثم دخلت سنة ثمان وأربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
149,345,"### | [ثم دخلت سنة تسع وأربعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
150,905,"### | [ثم دخلت سنة خمسين ومائة من الهجرة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
151,571,"### | [ثم دخلت سنة إحدى وخمسين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
152,62,"### | [ثم دخلت سنة ثنتين وخمسين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
153,605,"### | [ثم دخلت سنة ثلاث وخمسين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
154,661,"### | [ثم دخلت سنة أربع وخمسين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
155,625,"### | [ثم دخلت سنة خمس وخمسين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
156,160,"### | [ثم دخلت سنة ست وخمسين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
157,2075,"### | [ثم دخلت سنة سبع وخمسين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
158,3220,"### | [ثم دخلت سنة ثمان وخمسين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
159,629,"### | [ثم دخلت سنة تسع وخمسين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
160,942,"### | [ثم دخلت سنة ستين ومائة من الهجرة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
161,596,"### | [ثم دخلت سنة إحدى وستين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
162,3744,"### | [ثم دخلت سنة ثنتين وستين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
163,448,"### | [ثم دخلت سنة ثلاث وستين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
164,144,"### | [ثم دخلت سنة أربع وستين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
165,197,"### | [ثم دخلت سنة خمس وستين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
166,674,"### | [ثم دخلت سنة ست وستين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
167,491,"### | [ثم دخلت سنة سبع وستين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
168,318,"### | [ثم دخلت سنة ثمان وستين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
169,2593,"### | [ثم دخلت سنة تسع وستين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
170,1643,"### | [ثم دخلت سنة سبعين ومائة من الهجرة النبوية]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
171,76,"### | [ثم دخلت سنة إحدى وسبعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
172,57,"### | [ثم دخلت سنة ثنتين وسبعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
173,938,"### | [ثم دخلت سنة ثلاث وسبعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
174,69,"### | [ثم دخلت سنة أربع وسبعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
175,456,"### | [ثم دخلت سنة خمس وسبعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
176,1718,"### | [ثم دخلت سنة ست وسبعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
177,161,"### | [ثم دخلت سنة سبع وسبعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
178,593,"### | [ثم دخلت سنة ثمان وسبعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
179,689,"### | [ثم دخلت سنة تسع وسبعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
180,849,"### | [ثم دخلت سنة ثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
181,817,"### | [ثم دخلت سنة إحدى وثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
182,1319,"### | [ثم دخلت سنة ثنتين وثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
183,514,"### | [ثم دخلت سنة ثلاث وثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
184,514,"### | [ثم دخلت سنة أربع وثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
185,442,"### | [ثم دخلت سنة خمس وثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
186,655,"### | [ثم دخلت سنة ست وثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
187,4070,"### | [ثم دخلت سنة سبع وثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
188,473,"### | [ثم دخلت سنة ثمان وثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
189,722,"### | [ثم دخلت سنة تسع وثمانين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
190,998,"### | [سنة تسعين ومائة من الهجرة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
191,311,"### | [سنة إحدى وتسعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
192,2097,"### | [سنة ثنتين وتسعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
193,4285,"### | [سنة ثلاث وتسعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
194,696,"### | [سنة أربع وتسعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
195,3222,"### | [سنة خمس وتسعين ms4797 ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
196,960,"### | [سنة ست وتسعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
197,617,"### | [سنة سبع وتسعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
198,1590,"### | [سنة ثمان وتسعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
199,507,"### | [سنة تسع وتسعين ومائة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
200,689,"### | [سنة مائتين من الهجرة النبوية]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
201,480,"### | [سنة إحدى ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
202,530,"### | [سنة ثنتين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
203,406,"### | [سنة ثلاث ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
204,1780,"### | [سنة أربع ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
205,1743,"### | [سنة خمس ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
206,188,"### | [سنة ست ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
207,767,"### | [سنة سبع ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
208,714,"### | [سنة ثمان ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
209,161,"### | [سنة تسع ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
210,750,"### | [سنة عشر ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
211,357,"### | [سنة إحدى عشرة ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
212,154,"### | [سنة ثنتي عشرة ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
213,542,"### | [سنة ثلاث عشرة ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
214,352,"### | [سنة أربع عشرة ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
215,260,"### | [سنة خمس عشرة ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
216,620,"### | [سنة ست عشرة ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
217,149,"### | [سنة سبع عشرة ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
218,4020,"### | [سنة ثمان عشرة ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
219,250,"### | [سنة تسع عشرة ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
220,249,"### | [سنة عشرين ومائتين من الهجرة النبوية]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
221,99,"### | [سنة إحدى وعشرين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
222,485,"### | [سنة ثنتين وعشرين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
223,2024,"### | [سنة ثلاث وعشرين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
224,1170,"### | [سنة أربع وعشرين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
225,536,"### | [سنة خمس وعشرين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
226,422,"### | [سنة ست وعشرين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
227,1816,"### | [سنة سبع وعشرين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
228,716,"### | [سنة ثمان وعشرين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
229,439,"### | [سنة تسع وعشرين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
230,412,"### | [سنة ثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
231,1907,"### | [سنة إحدى وثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
232,1161,"### | [سنة ثنتين وثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
233,428,"### | [سنة ثلاث وثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
234,293,"### | [سنة أربع وثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
235,889,"### | [سنة خمس وثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
236,149,"### | [سنة ست وثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
237,622,"### | [سنة سبع وثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
238,233,"### | [سنة ثمان وثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
239,445,"### | [سنة تسع وثلاثين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
240,1720,"### | [سنة أربعين ومائتين من الهجرة النبوية]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
241,8716,"### | [سنة إحدى وأربعين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
242,344,"### | [سنة ثنتين وأربعين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
243,309,"### | [سنة ثلاث وأربعين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
244,255,"### | [سنة أربع وأربعين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
245,554,"### | [سنة خمس وأربعين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
246,708,"### | [سنة ست وأربعين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
247,1357,"### | [سنة سبع وأربعين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
248,850,"### | [سنة ثمان وأربعين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
249,643,"### | [سنة تسع وأربعين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
250,867,"### | [سنة خمسين ومائتين من الهجرة]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
251,1269,"### | [سنة إحدى وخمسين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
252,682,"### | [سنة ثنتين وخمسين ومائتين]
",IbnKathir,Bidaya,0774,0774IbnKathir.Bidaya.Shamela0004445-ara1
