gap_first,gap_last,abnormal_gap,reverse,Author,Book,Death_date,URI,prev_heading,next_heading,prev_date,next_date
141,129,False,True,IbnCabdAllahBazzaz,Fawaid,354,0354IbnCabdAllahBazzaz.Fawaid.Shamela0000772-ara1,"### | حديث عمارة بن غزية من بني مازن بن النجار توفي سنة أربعين ومائة وكان كثير الحديث ثقة، عن القاسم ms151، عن عائشة
","### | حديث أبي الزناد عبد الله بن ذكوان بن عبد شمس يكنى أبا عبد الرحمن توفي بالمدينة في شهر رمضان سنة ثلاثين ومائة، وهو ابن ست وستين. عن القاسم، عن عائشة رضي الله عنها
",140,130
141,141,False,False,MuhammadCuthaymin,FatawaNurCalaDarb,1421,1421MuhammadCuthaymin.FatawaNurCalaDarb.Shamela0002300-ara1,"### | المستمع حسن الرحبي من سوريا يقول في رسالته كنت قد صلىت سنة 1404 ه وتركت الصلاة والآن عاودت إليها وأود أن أعرف هل أصلى قضاء وهل أدفع كفارة لترك الصلاة أفيدوني بذلك بارك الله فيكم؟
","### | أنا شاب عمري ثلاث وعشرون سنة يقول عندما بلغت سن العاشرة صلىت ثم صمت وعندما بلغت الثامنة عشرة تركت الصلاة والصيام وفي السنة الثانية أو الثالثة والعشرين تبت إلى الله عز وجل وأقبلت على الله وبقيت أصلى وأصوم ما هو المفروض علي أن أفعله كفارة لتلك السنوات الماضية من صلاة وصيام وكل واجبات دين الله على المسلم؟
",140,142
141,141,False,False,MuhammadCuthaymin,FatawaNurCalaDarb,1421,1421MuhammadCuthaymin.FatawaNurCalaDarb.Shamela0002300-ara1,"### | المواطن ع. م. أ. الجهمي يقول أفيدكم بأنني أحد سكان الرياض فقد خرجت من بيتي خامس العيد هذه السنة 1400من الهجرة ذاهبا لمصلى العيد فوجدت في الشارع العام مبلغا من المال وقد حفظته عندي ولا أعلم ماذا أتصرف فيه أفيدوني جزاكم الله خيرا ولأن المبلغ محفوظ عندي وأنا في انتظار جوابكم وشكرا لكم؟
","### | السؤال: يقول السائل أنه متزوج وأنجبت زوجتي ولد ولكن قبل أن يكمل السنة الثانية من عمره أنجبت أيضا مرة ثانية فهل علينا إثم في ذلك لأن الآية الكريمة تقول (والوالدات يرضعن أولادهن حولين كاملين) .
",140,142
142,142,False,False,IbnCabdAllahBazzaz,Fawaid,354,0354IbnCabdAllahBazzaz.Fawaid.Shamela0000772-ara1,"### | ومن حديث سعد بن سعيد بن قيس الأنصاري توفي سنة إحدى وأربعين ومائة، وكان ثقة ms199 قليل الحديث دون أخيه، عن القاسم، عن عائشة
","### | ومن حديث يحيى بن سعيد بن قيس بن عمرو بن سهل الأنصاري أحد بني مالك بني النجار، ويكنى أبا سعيد، توفي بالهاشمية سنة ثلاث وأربعين ومائة، وكان قاضيا لأبي جعفر، وكان ثقة كثير الحديث حجة، عن القاسم، عن عائشة
",141,143
142,144,False,False,MuhammadCuthaymin,FatawaNurCalaDarb,1421,1421MuhammadCuthaymin.FatawaNurCalaDarb.Shamela0002300-ara1,"### | السؤال: تقول ما حكم لبس البدلة بالنسبة للفتيات الصغار اللاتي في السنة الأولى من العمر إلى سن العاشرة وكذلك لبس الملابس الضيقة للفتيات الصغار والكبار جزاكم الله خيرا؟
","### | هذا السائل أحمد من القاهرة يقول السلام عليكم ورحمة الله وبركاته فضيلة الشيخ أنا طالب في السنة النهائية بكلية الطب البشري ولكنني لم أحضر الامتحانات لمدة عامين وذلك لأنني في الأصل التحقت بهذه الكلية بناء على رغبة والدي فهما يريدان مني أن أصبح طبيبا ولكنني لا أحب هذه المهنة وكنت أجد صعوبة بالغة في الدراسة والحفظ وكنت دائما مكتئبا وحزينا وأنا أرى المرضى والموتى ولكنني كنت أجاهد نفسي وأغصبها على الدراسة إرضاء لوالدي وبرا بهما مستعينا بالله عز وجل في ذلك إلى أن وصل ms4883 الأمر إلى نهايته في السنة الخامسة فأصبت بحالة اكتئاب شديد ويأس من الحياة ولم أعد أستطيع المواصلة ولم أعد قادرا على المذاكرة والنظر في الكتب والمذكرات ولكنني كنت أخفي على والدي ذلك ولم أستطع دخول الامتحانات ولكنني لم أستطع كذلك أن أخبرهم بأنني لم أدخل الامتحانات وذلك خوفا على صحتهما ولكي لا أكون سببا في حزنهما اضطررت إلى الكذب عليهما وأخبرتهما بأنني دخلت الامتحانات ونجحت فيها وأنا الآن أقضي سنة التدريب السؤال يا فضيلة الشيخ أنا أعيش في حالة حزن واكتئاب وغير راض عن نفسي في هذا الكذب الذي أردت به أن أبر والدي وأدخل السرور عليهما فهل أخبرهم بالحقيقة مع ما يترتب عليه من ضرر لهما وحزن وفجيعة وهل من كلمة إلى أولياء الأمور بأن يتفهموا قدرات أبنائهم وأن لا يجبروهم على دراسة بعينها؟
",141,145
169,170,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة ثمان وستين ومائة
","### ||| ذكر سنة إحدى وسبعين ومائة
",168,171
169,169,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### | ثم دخلت سنة ثمان وستين ومائة وتلك سبيلها ثم دخلت سنة تسع وستين ومائة [510] وفيها كانت وفاة المهدى سبب وفاة المهدى
","### | ثم دخلت سنة سبعين ومائة [1]
",168,170
171,470,True,False,Yafici,MiratJanan,768,0768Yafici.MiratJanan.Shamela0009091-ara1,"### | سنة سبعين وإربع مائة
","### | سنة احدى وسبعين واربع مائة
",170,471
171,172,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### | ثم دخلت سنة سبعين ومائة [1]
","### | ودخلت سنة ثلاث وسبعين ومائة
",170,173
171,177,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### | وفي سنة وسبعين ومائة
","### | وفي سنة ثمان وسبعين ومائة
",170,178
172,172,False,False,AhmadJindari,JamicWajiz,1337,1337AhmadJindari.JamicWajiz.Zaydiyya0000276-ara1,"### || AUTO سنة 171: فيها توفي حيان بن علي العبري على قول ص41 الأسطر
","### || AUTO سنة 173: فيها توفي أبو خيثمة زهير بن معاوية الكوفي الجعفي
",171,173
172,183,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الاولى من ولاية موسى بن عيسى الاولى على مصر وهى سنة إحدى وسبعين
","### ||| السنة الاولى من ولاية الليث بن الفضل على مصر وهى سنة اربع وثمانين
",171,184
173,173,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ثم دخلت سنة اثنتين وسبعين ومائة 
","### ||| -ثم دخلت سنة أربع وسبعين ومائة 
",172,174
173,173,False,False,IbnAthirCizzDin,Kamil,630,0630IbnAthirCizzDin.Kamil.JK000911-ara1,"### | ثم دخلت سنة اثنتين وسبعين ومائة
","### | ثم دخلت سنة أربع وسبعين ومائة
",172,174
176,266,True,False,IbnHusaynGhazzi,NahrDhahab,1351,1351IbnHusaynGhazzi.NahrDhahab.Shamela0011788-ara1,"### | عمال حلب من سنة 175 إلى سنة 193:
","### | سنة 267 خبر الزلزلة:
",175,267
176,180,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ودخلت سنة خمس وسبعين ومائة 
","### ||| -استهلت سنة إحدى وثمانين ومائة. 
",175,181
176,176,False,False,MajdDinMuayyadi,JamicaMuhimma,1428,1428MajdDinMuayyadi.JamicaMuhimma.Zaydiyya0000002-ara1,"### || AUTO بيان ابن مظفر العلامة يحيى بن أحمد، المتوفى سنة خمس وسبعين
","### || AUTO شرح الأزهار للعلامة عبدالله بن مفتاح المتوفى سنة سبع وسبعين
",175,177
182,182,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### | ودخلت سنة إحدى وسنة اثنتين وثمانين ومائة
","### | ودخلت سنة ثلاث وثمانين ومائة
",181,183
182,200,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -استهلت سنة إحدى وثمانين ومائة. 
","### ||| -تاريخ سنة إحدى ومائتين 
",181,201
191,191,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### | ثم دخلت سنة إثنتين وتسعين ومائة
","### | ثم دخلت سنة اثنتين وتسعين ومائة [13]
",190,192
191,448,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | محمد عبده توفى سنة 1905م
","### | محمد بن على سنة 449 هجرية
",190,449
191,191,False,False,IbnAthirCizzDin,Kamil,630,0630IbnAthirCizzDin.Kamil.JK000911-ara1,"### | ثم دخلت سنة اخدى وتسعين ومائة
","### | ثم دخلت سنة اثنتين وتسعين ومائة
",190,192
191,333,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | حماد توفى سنة 190 هجرية.
","### | الخرفى سنة 334 هجرية
",190,334
193,193,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### | ثم دخلت سنة اثنتين وتسعين ومائة [13]
","### | ودخلت سنة أربع وتسعين ومائة
",192,194
193,202,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الاولى من ولاية السرى بن الحكم الثانية على مصر وهى سنة اثنتين
","### ||| السنة الثانية من ولاية السرى الثانية على مصر وهى سنة ثلاث ومائتين
",192,203
193,196,False,False,DarIftaMisriyya,FatawaDarIfta,1450,1450DarIftaMisriyya.FatawaDarIfta.Shamela0000432-ara1,"### | المادتان 2 و 3 من القانون رقم 25 لسنة 1929
","### | رد شبهات حول قانون الأحوال الشخصية سنة 1979
",192,197
193,193,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة اثنتين وتسعين ومائة
","### ||| ذكر سنة أربع وتسعين ومائة
",192,194
200,221,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الحكم توفى سنة 199 هجرية.
","### | الحكم توفى سنة 222 هجرية
",199,222
200,344,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | هشام سنة 199 هجرية
","### | ابن أبى هريرة توفى سنة 345 هجرية.
",199,345
200,200,False,False,AhmadJindari,JamicWajiz,1337,1337AhmadJindari.JamicWajiz.Zaydiyya0000276-ara1,"### || AUTO سنة 199: فيها ظهر الإمام الحجة محمد بن إبراهيم بن الحسن بن
","### || AUTO سنة 201: فيها عهد المأمون إلى الإمام الرضي علي بن موسى
",199,201
200,200,False,False,MuhammadRabci,TarikhMawlidCulama,379,0379MuhammadRabci.TarikhMawlidCulama.JK000651-ara1,"### | سنة تسع وتسعين ومائة
","### | سنة إحدى ومائتين
",199,201
200,200,False,False,Dhahabi,CibarFiKhabar,748,0748Dhahabi.CibarFiKhabar.Shamela0025841-ara1,"### || سنة تسع وتسعين ومئة
","### || سنة إحدى ومئتين
",199,201
210,210,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ومن سنة تسع ومائتين 
","### ||| -دخلت سنة إحدى عشرة ومائتين 
",209,211
210,210,False,False,KhalifaIbnKhayyat,Tarikh,240,0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1,"### | سنة تسع ومائتين
","### | سنة إحدى عشرة ومائتين
",209,211
211,212,False,False,KhalifaIbnKhayyat,Tarikh,240,0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1,"### | سنة أثنتي عشرة ومائتين
","### | سنة ثلاث عشرة ومائتين
",210,213
211,212,False,False,MuhammadRabci,TarikhMawlidCulama,379,0379MuhammadRabci.TarikhMawlidCulama.JK000651-ara1,"### | سنة إثنتي عشرة ومائتين
","### | سنة ثلاث عشرة ومائتين
",210,213
212,209,False,True,MuhammadRabci,TarikhMawlidCulama,379,0379MuhammadRabci.TarikhMawlidCulama.JK000651-ara1,"### | سنة إحدى عشرة ومائتين
","### | سنة إثنتي عشرة ومائتين
",211,210
212,209,False,True,KhalifaIbnKhayyat,Tarikh,240,0240KhalifaIbnKhayyat.Tarikh.JK000412-ara1,"### | سنة إحدى عشرة ومائتين
","### | سنة أثنتي عشرة ومائتين
",211,210
212,152,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | المعلى بن منصور توفى سنة 211 هجرية
","### | معمر سنة 153 هجرية
",211,153
212,216,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الاولى من ولاية عبد الله بن طاهر على مصر وهى سنة إحدى عشرة
","### ||| السنة الاولى التى ولى فيها كيدر على مصر وهى سنة سبع عشرة ومائتين فيها
",211,217
212,212,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### | ودخلت سنة إحدى عشرة ومائتين
","### | ودخلت سنة ثلاث عشرة ومائتين
",211,213
212,220,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -دخلت سنة إحدى عشرة ومائتين 
","### ||| -دخلت سنة إحدى وعشرين ومائتين 
",211,221
212,775,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الخلال سنة 211 هجرية
","### | خليل بن اسحاق توفى سنة 776 هجرية
",211,776
212,318,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | عبد الرزاق سنة 211 هجرية
","### | أبو عبيد سنة 319 هجرية
",211,319
218,220,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الاولى التى ولى فيها كيدر على مصر وهى سنة سبع عشرة ومائتين فيها
","### ||| السنة الثانية من ولاية موسى بن ابى العباس على مصر وهى سنة إحدى وعشرين
",217,221
218,218,False,False,Tabari,Tarikh,310,0310Tabari.Tarikh.Shamela0009783-ara1,"### || ثم دخلت سنة سبع عشرة ومائتين
","### || ثم دخلت سنة تسع عشرة ومائتين
",217,219
218,218,False,False,IbnHayyanQurtubi,Muqtabas,469,0469IbnHayyanQurtubi.Muqtabas.Shamela0016439-ara1,"### || سنة سبع عشرة ومائتين
","### || سنة تسع عشرة ومائتين
",217,219
218,218,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة سبع عشرة ومائتين
","### ||| ذكر سنة تسع عشرة ومائتين
",217,219
218,218,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### | ودخلت سنة سبع عشرة ms1032 ومائتين
","### | ودخلت سنة تسع عشرة ومائتين
",217,219
221,228,False,False,Azraqi,AkhbarMakka,249,0249Azraqi.AkhbarMakka.JK003504-ara1,"### | ( ذكر ما غير من عمل زمزم وفي خلافة أمير المؤمنين المعتصم بالله سنة عشرين ومايتين وأول من عمل الرخام عليها )
","### | ( صفة سقاية العباس بن عبد المطلب رضي الله عنه وما فيها وذرعها إلى أن غيرت في خلافة الواثق بالله في سنة تسع وعشرين ومائتين )
",220,229
221,630,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | آدم الخرسانى توفى سنة 220 هجرية
","### | الآمدى توفى سنة 631 هجرية
",220,631
221,222,False,False,MuhammadRabci,TarikhMawlidCulama,379,0379MuhammadRabci.TarikhMawlidCulama.JK000651-ara1,"### | سنة إثنتين وعشرين ومائتين
","### | سنة ثلاث وعشرين ومائتين
",220,223
222,219,False,True,MuhammadRabci,TarikhMawlidCulama,379,0379MuhammadRabci.TarikhMawlidCulama.JK000651-ara1,"### | سنة إحدى وعشرين ومائتين
","### | سنة إثنتين وعشرين ومائتين
",221,220
222,230,False,False,Bahshal,TarikhWasit,292,0292Bahshal.TarikhWasit.Shamela0011766-ara1,"### || عاصم بن علي بن عاصم أبو الحسين توفي سنة إحدى وعشرين ومائتين
","### || عمر بن عثمان بن عاصم بن صهيب أبو حفص توفي سنة إحدى وثلاثين ومائتين. وكان أبيض الرأس واللحية
",221,231
222,222,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### |||| سنة احدى وعشرين
","### |||| سنة ثلاث وعشرين
",221,223
222,222,False,False,IbnHayyanQurtubi,Muqtabas,469,0469IbnHayyanQurtubi.Muqtabas.Shamela0016439-ara1,"### || سنة إحدى وعشرين ومائتين
","### || سنة ثلاث وعشرين بعدها
",221,223
223,223,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية موسى بن ابى العباس على مصر وهى سنة اثنتين
","### ||| السنة الاولى من ولاية مالك بن كيدر على مصر وهى سنة اربع وعشرين ومائتين
",222,224
223,231,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | الحكم توفى سنة 222 هجرية
","### | الحكم توفى سنة 232 هجرية.
",222,232
224,225,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### |||| سنة ثلاث وعشرين
","### |||| سنة ست وعشرين
",223,226
224,224,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ودخلت سنة ثلاث وعشرين ومائتين 
","### ||| -ومن سنة خمس وعشرين ومائتين 
",223,225
227,228,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### |||| سنة ست وعشرين
","### |||| سنة تسع وعشرين
",226,229
227,250,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ومن سنة ست وعشرين ومائتين 
","### ||| -دخلت سنة إحدى وخمسين ومائتين 
",226,251
227,227,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة ست وعشرين ومائتين
","### ||| ذكر سنة ثمان وعشرين ومائتين
",226,228
229,231,False,False,IbnHayyanQurtubi,Muqtabas,469,0469IbnHayyanQurtubi.Muqtabas.Shamela0016439-ara1,"### || سنة ثمان وعشرين ومائتين
","### || سنة اثنتين وثلاثين ومائتين
",228,232
229,231,False,False,Bahshal,TarikhWasit,292,0292Bahshal.TarikhWasit.Shamela0011766-ara1,"### || محمد بن عيسى بن بحر بن حبيب أبو الحسن توفي سنة ثماني وعشرين ومائتين
","### || أبو سعيد عثمان بن الفضل بن بكار توفي سنة اثنتين وثلاثين ومائتين
",228,232
230,231,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الأولى من ولاية عيسى بن منصور الثانية على مصر وهى سنة تسع وعشرين
","### ||| السنة الثانية من ولاية عيسى بن منصور على مصر وهى سنة ثلاثين ومائتين
",229,232
230,240,False,False,Fakihi,AkhbarMakka,272,0272Fakihi.AkhbarMakka.Shamela0022579-ara1,"### | ذكر سقاية العباس بن عبد المطلب رضي الله عنه وما كان فيها، وذرعها إلى أن عمرت في خلافة الواثق بالله أمير المؤمنين في سنة تسع وعشرين ومائتين
","### | ذكر خطبة عتبة بن أبي سفيان بمكة في سنة إحدى وأربعين
",229,241
230,231,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### |||| سنة تسع وعشرين
","### |||| سنة اثنتين وثلاثين
",229,232
232,484,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | النظام سنة 231 هجرية
","### | نظام الملك سنة 485 هجرية
",231,485
232,232,False,False,Bahshal,TarikhWasit,292,0292Bahshal.TarikhWasit.Shamela0011766-ara1,"### || حميد بن عميرة الخباز وكان يخضب. توفي سنة احدى وثلاثين ومائتين
","### || أبو بكر سيف بن يزيد بن محمد بن رزمان «18» توفي سنة ثلاث وثلاثين ومائتين
",231,233
232,236,False,False,Bahshal,TarikhWasit,292,0292Bahshal.TarikhWasit.Shamela0011766-ara1,"### || عمر بن عثمان بن عاصم بن صهيب أبو حفص توفي سنة إحدى وثلاثين ومائتين. وكان أبيض الرأس واللحية
","### || أخوه محمد بن أبان بن عمران أبو الحسن. وكان يخضب بالحناء. وكان فقيها. توفي سنة سبع وثلاثين ومائتين
",231,237
232,236,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية عيسى بن منصور على مصر وهى سنة إحدى وثلاثين
","### ||| السنة الاولى من ولاية عبد الواحد بن يحيى على مصر وهى سنة سبع وثلاثين
",231,237
232,232,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة إحدى وثلاثين ومائتين
","### ||| ذكر سنة ثلاث وثلاثين ومائتين
",231,233
236,243,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### |||| سنة خمس وثلاثين
","### |||| سنة أربع وأربعين
",235,244
236,236,False,False,IbnHayyanQurtubi,Muqtabas,469,0469IbnHayyanQurtubi.Muqtabas.Shamela0016439-ara1,"### || سنة خمس وثلاثين ومائتين
","### || سنة سبع وثلاثين ومائتين
",235,237
240,240,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### | سنة تسع وثلاثين ومائتين وسنة أربعين
","### | سنة إحدى وأربعين ومائتين
",239,241
240,241,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الاولى من ولاية عنبسة بن إسحاق على مصر وهى سنة تسع وثلاثين
","### ||| السنة الثانية من ولاية عنبسة بن إسحاق على ms0492 مصر وهى سنة اربعين ومائتين
",239,242
241,242,False,False,MuhammadRabci,TarikhMawlidCulama,379,0379MuhammadRabci.TarikhMawlidCulama.JK000651-ara1,"### | سنة إثنتين وأربعين ومائتين
","### | سنة ثلاث وأربعين ومائتين
",240,243
241,243,False,False,Bahshal,TarikhWasit,292,0292Bahshal.TarikhWasit.Shamela0011766-ara1,"### || القاسم بن عيسى بن إبراهيم بن يزيد أبو محمد وكان إبراهيم يكنى بأبي القاسم وهو الطائي. توفي سنة أربعين ومائتين
","### || عبد الحميد بن بيان بن زكريا بن خالد بن أسلم العطاردي. توفي سنة أربع وأربعين ومائتين. وكان يخضب
",240,244
241,482,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | سحنون سنة 240 هجرية
","### | السرخسى سنة 483 هجرية
",240,483
241,105,False,True,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | أبو طالب سنة 240 هجرية
","### | طاووس اليمانى سنة 106 هجرية
",240,106
243,240,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية عنبسة بن إسحاق على ms0492 مصر وهى سنة اربعين ومائتين
","### ||| السنة الثالثة من ولاية عنبسة بن إسحاق على مصر وهى سنة إحدى واربعين
",242,241
243,243,False,False,IbnAthirCizzDin,Kamil,630,0630IbnAthirCizzDin.Kamil.JK000911-ara1,"### | ثم دخلت سنة اثنتين وأربعين ومائتين
","### | ثم دخلت سنة أربع وأربعين ومائتين
",242,244
243,243,False,False,Miskawayh,Tajarib,421,0421Miskawayh.Tajarib.Shamela0012396-ara1,"### | ودخلت سنة اثنتين وأربعين وثلاثة وأربعين [ومائتين]
","### | ودخلت سنة أربع وأربعين ومائتين
",242,244
247,248,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### |||| سنة ست وأربعين
","### |||| سنة تسع وأربعين
",246,249
247,248,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة ست وأربعين ومائتين
","### ||| ذكر سنة تسع وأربعين ms1236 ومائتين
",246,249
252,675,True,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن الحكم سنة 251 هجرية
","### | الحلى سنة 676 هجرية
",251,676
252,252,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة إحدى وخمسين ومائتين
","### ||| ذكر سنة ثلاث وخمسين ومائتين
",251,253
252,253,False,False,WizaraAwqafMisriyya,TarajimMujaza,1450,1450WizaraAwqafMisriyya.TarajimMujaza.Shamela0000435-ara1,"### | ابن منصور سنة 251 هجرية
","### | ابن منصور سنة 254 هجرية
",251,254
252,252,False,False,AhmadJindari,JamicWajiz,1337,1337AhmadJindari.JamicWajiz.Zaydiyya0000276-ara1,"### || AUTO سنة 251: فيها توفي إسحاق بن منصور الكوسج الحافظ الثبت وأبو
","### || AUTO سنة 253: فيها توفي أحمد بن صخر الفزاري واحمد بن المقدام أبو
",251,253
252,254,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة التاسعة من ولاية يزيد بن عبد الله على مصر وهى سنة إحدى وخمسين
","### ||| السنة الأولى من ولاية أحمد بن طولون على مصر وهي سنة خمس وخمسين ومائتين
",251,255
253,260,False,False,Dhahabi,TarikhIslam,748,0748Dhahabi.TarikhIslam.Shamela0035100-ara1,"### ||| -ثم دخلت سنة اثنتين وخمسين ومائتين 
","### ||| -دخلت سنة إحدى وستين ومائتين 
",252,261
253,253,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### |||| سنة اثنتين وخمسين
","### |||| سنة أربع وخمسين
",252,254
255,363,True,False,KurdCali,KhitatSham,1372,1372KurdCali.KhitatSham.Shamela0037063-ara1,"### | ظهور الدولة الطولونية وانقراضها من سنة 254 إلى 292
","### | دور الفاطميين من سنة 364 - 394
",254,364
255,255,False,False,IbnSufyanFasawi,MacrifaWaTarikh,277,0277IbnSufyanFasawi.MacrifaWaTarikh.Shamela0012403-ara1,"### |||| سنة أربع وخمسين
","### |||| سنة ست وخمسين
",254,256
255,256,False,False,IbnDawadari,KanzDurar,736,0736IbnDawadari.KanzDurar.Sham19Y0018147-ara1,"### ||| ذكر سنة أربع وخمسين ومائتين
","### ||| ذكر سنة سبع وخمسين ومائتين
",254,257
