gap_first,gap_last,abnormal_gap,reverse,Author,Book,Death_date,URI,prev_heading,next_heading,prev_date,next_date
243,240,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية عنبسة بن إسحاق على ms0492 مصر وهى سنة اربعين ومائتين
","### ||| السنة الثالثة من ولاية عنبسة بن إسحاق على مصر وهى سنة إحدى واربعين
",242,241
242,242,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية عنبسة بن إسحاق على مصر وهى سنة إحدى واربعين
","### ||| السنة الاولى من ولاية يزيد بن عبد الله التركي على مصر وهى سنة ثلاث
",241,243
249,257,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السادسة من ولاية يزيد بن عبد الله على مصر وهى سنة ثمان واربعين
","### ||| السنة الثامنة من ولاية يزيد بن عبد الله التركى على مصر وهى سنة خمسين
",248,258
259,250,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثامنة من ولاية يزيد بن عبد الله التركى على مصر وهى سنة خمسين
","### ||| السنة التاسعة من ولاية يزيد بن عبد الله على مصر وهى سنة إحدى وخمسين
",258,251
252,254,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة التاسعة من ولاية يزيد بن عبد الله على مصر وهى سنة إحدى وخمسين
","### ||| السنة الأولى من ولاية أحمد بن طولون على مصر وهي سنة خمس وخمسين ومائتين
",251,255
260,265,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة من ولاية أحمد بن طولون على مصر وهي سنة تسع وخمسين
","### ||| السنة السادسة من ولاية أحمد بن طولون على مصر وهي سنة ستين ومائتين فيها
",259,266
267,260,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السادسة من ولاية أحمد بن طولون على مصر وهي سنة ستين ومائتين فيها
","### ||| السنة السابعة من ولاية أحمد بن طولون على مصر وهي سنة إحدى وستين
",266,261
269,270,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة عشرة من ولاية أحمد بن طولون على مصر وهي سنة ثمان وستين
","### ||| السنة الأولى من ولاية خمارويه على مصر وهي سنة إحدى وسبعين ومائتين فيها
",268,271
279,279,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثامنة من ولاية خمارويه على مصر وهي سنة ثمان وسبعين ومائتين
","### ||| السنة العاشرة من ولاية خمارويه على مصر وهي سنة ثمانين ومائتين فيها فتح
",278,280
282,283,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الحادية عشرة من ولاية خمارويه على مصر وهي سنة إحدى وثمانين
","### ||| السنة الأولى من ولاية هارون بن خمارويه على مصر وهي سنة أربع وثمانين
",281,284
290,296,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السادسة من ولاية هارون على مصر وهي سنة تسع وثمانين ومائتين فيها
","### ||| السنة السابعة من ولاية هارون على مصر وهي سنة تسعين ومائتين فيها في
",289,297
298,291,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السابعة من ولاية هارون على مصر وهي سنة تسعين ومائتين فيها في
","### ||| السنة التي حكم فيها أربعة أمراء على مصر وهي سنة اثنتين وتسعين ومائتين
",297,292
297,297,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة من ولاية عيسى النوشري على مصر وهي سنة ست وتسعين ومائتين
","### ||| السنة الأولى من ولاية تكين الأولى على مصر وهي سنة ثمان وتسعين ومائتين
",296,298
300,302,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية تكين الأولى على مصر وهي سنة تسع وتسعين ومائتين
","### ||| السنة الثالثة من ولاية تكين الأولى على مصر وهي سنة ثلثمائة فيها تتبع
",299,303
304,300,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية تكين الأولى على مصر وهي سنة ثلثمائة فيها تتبع
","### ||| السنة الرابعة من ولاية تكين الأولى على مصر وهي سنة إحدى وثلثمائة فيها
",303,301
302,302,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة من ولاية تكين الأولى على مصر وهي سنة إحدى وثلثمائة فيها
","### ||| السنة الأولى من ولاية ذكاء الرومي على مصر وهي سنة ثلاث وثلثمائة فيها
",301,303
306,306,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية ذكا الرومي على مصر وهي سنة خمس وثلثمائة فيها حج
","### ||| السنة التي حكم فيها ذكا وفي آخرها تكين على مصر وهي سنة سبع وثلثمائة
",305,307
308,311,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة التي حكم فيها ذكا وفي آخرها تكين على مصر وهي سنة سبع وثلثمائة
","### ||| السنة الأولى من ولاية تكين الرابعة على مصر وهي سنة اثنتي عشرة وثلثمائة
",307,312
320,324,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثامنة من ولاية تكين الرابعة على مصر وهي سنة تسع عشرة وثلثمائة
","### ||| السنة الثالثة من ولاية الإخشيذ على مصر وهي سنة خمس وعشرين وثلثمائة
",319,325
330,337,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السابعة من ولاية الإخشيذ على مصر وهي سنة تسع وعشرين وثلثمائة
","### ||| السنة الثامنة من ولاية الإخشيذ على مصر وهي سنة ثلاثين وثلثمائة فيها
",329,338
339,330,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثامنة من ولاية الإخشيذ على مصر وهي سنة ثلاثين وثلثمائة فيها
","### ||| السنة التاسعة من ولاية الإخشيذ على مصر وهي سنة إحدى وثلاثين وثلثمائة
",338,331
334,334,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الحادية عشرة من ولاية الإخشيذ على مصر وهي سنة ثلاث وثلاثين
","### ||| السنة الأولى من ولاية أنوجور بن الإخشيذ على مصر وهي سنة خمس وثلاثين
",333,335
340,345,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة من ولاية أنوجور على مصر وهي سنة تسع وثلاثين وثلثمائة
","### ||| السنة السادسة من ولاية أنوجور على مصر وهي سنة أربعين وثلثمائة فيها قصد
",339,346
347,340,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السادسة من ولاية أنوجور على مصر وهي سنة أربعين وثلثمائة فيها قصد
","### ||| السنة السابعة من ولاية أنوجور على مصر وهي سنة إحدى وأربعين وثلثمائة
",346,341
347,347,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية عشرة من ولاية أنوجور على مصر وهي سنة ست وأربعين وثلثمائة
","### ||| السنة الرابعة عشرة من ولاية أنوجور على مصر وهي سنة ثمان وأربعين
",346,348
349,354,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة عشرة من ولاية أنوجور على مصر وهي سنة ثمان وأربعين
","### ||| السنة الأولى من ولاية كافور الإخشيذي على مصر - وهي سنة خمس وخمسين
",348,355
357,358,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية كافور الإخشيذي على مصر - وهي سنة ست وخمسين
","### ||| السنة الأولى من ولاية جوهر الرومي المعزي القائد على مصر وهي سنة تسع
",356,359
360,351,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الأولى من ولاية جوهر الرومي المعزي القائد على مصر وهي سنة تسع
","### ||| السنة الثانية من ولاية جوهر الرومي المعزي القائد على مصر وهي سنة
",359,352
353,350,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية جوهر الرومي المعزي القائد على مصر وهي سنة
","### ||| السنة الثالثة من ولاية جوهر القائد على مصر وهي سنة إحدى وستيها
",352,351
352,362,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية جوهر القائد على مصر وهي سنة إحدى وستيها
","### ||| السنة الأولى من ولاية المعز معد على مصر وهي سنة ثلاث وستين وثلثمائة
",351,363
365,365,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية المعز معد على مصر وهي سنة أربع وستين وثلثمائة
","### ||| السنة الأولى من ولاية العزيز نزار العبيدي على مصر وهي سنة ست وستين
",364,366
370,374,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة من ولاية العزيز نزار على مصر وهي سنة تسع وستين
","### ||| السنة الخامسة من ولاية العزيز نزار على مصر وهي سنة سبعين وثلثمائة
",369,375
376,370,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة من ولاية العزيز نزار على مصر وهي سنة سبعين وثلثمائة
","### ||| السنة السادسة من ولاية العزيز نزار على مصر وهي سنة إحدى وسبعين
",375,371
380,384,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة عشرة من ولاية العزيز نزار على مصر وهي سنة تسع وسبعين
","### ||| السنة الخامسة عشرة من ولاية العزيز نزار على مصر وهي سنة ثمانين
",379,385
386,380,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة عشرة من ولاية العزيز نزار على مصر وهي سنة ثمانين
","### ||| السنة السادسة عشرة من ولاية العزيز نزار على مصر وهي سنة إحدى وثمانين
",385,381
382,311,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السادسة عشرة من ولاية العزيز نزار على مصر وهي سنة إحدى وثمانين
","### ||| السنة السابعة عشرة من ولاية العزيز نزار على مصر وهي سنة اثنتين
",381,312
313,382,True,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السابعة عشرة من ولاية العزيز نزار على مصر وهي سنة اثنتين
","### ||| السنة الثامنة عشرة من ولاية العزيز نزار على مصر وهي سنة ثلاث وثمانين
",312,383
386,386,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة العشرون من ولاية العزيز نزار على مصر وهي سنة خمس وثمانين وثلثمائة $
","### ||| السنة الأولى من ولاية الحاكم منصور على مصر وهي سنة سبع وثمانين وثلثمائة $
",385,387
390,393,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية الحاكم منصور على مصر وهي سنة تسع وثمانين
","### ||| السنة الرابعة من ولاية الحاكم منصور على مصر وهي سنة تسعين وثلثمائة
",389,394
395,390,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة من ولاية الحاكم منصور على مصر وهي سنة تسعين وثلثمائة
","### ||| السنة الخامسة من ولاية الحاكم منصور على مصر وهي سنة إحدى وتسعين
",394,391
400,413,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة عشرة من ولاية الحاكم منصور على مصر وهي سنة تسع وتسعين وثلثمائة
","### ||| السنة الرابعة عشرة من ولاية الحاكم منصور على مصر وهي سنة أربعمائة
",399,414
415,410,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة عشرة من ولاية الحاكم منصور على مصر وهي سنة أربعمائة
","### ||| السنة الخامسة عشرة من ولاية الحاكم ms0887 منصور على مصر وهي سنة إحدى
",414,411
415,425,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثامنة عشرة من ولاية الحاكم منصور على مصر وهي سنة أربع
","### ||| السنة العشرون من ولاية الحاكم منصور على مصر وهي سنة ست وأربعمائة
",414,426
430,413,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة والعشرون من ولاية الحاكم منصور على مصر وهي سنة تسع
","### ||| السنة الرابعة والعشرين من ولاية الحاكم منصور على مصر وهي سنة عشر
",429,414
415,427,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة والعشرين من ولاية الحاكم منصور على مصر وهي سنة عشر
","### ||| السنة الأولى من ولاية المستنصر معد على مصر وهي سنة ثمان وعشرين
",414,428
430,432,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية المستنصر معد على مصر وهي سنة تسع وعشرين
","### ||| السنة الثالثة من ولاية المستنصر معد على مصر وهي سنة ثلاثين وأربعمائة
",429,433
434,430,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية المستنصر معد على مصر وهي سنة ثلاثين وأربعمائة
","### ||| السنة الرابعة من ولاية المستنصر معد على مصر وهي سنة إحدى وثلاثين
",433,431
440,442,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية عشرة من ولاية المستنصر معد على مصر وهي سنة تسع وثلاثين
","### ||| السنة الثالثة عشرة من ولاية المستنصر معد على مصر وهي سنة أربعين
",439,443
444,440,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة عشرة من ولاية المستنصر معد على مصر وهي سنة أربعين
","### ||| السنة الرابعة عشرة من ولاية المستنصر معد على مصر وهي سنة إحدى وأربعين
",443,441
442,411,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة عشرة من ولاية المستنصر معد على مصر وهي سنة إحدى وأربعين
","### ||| السنة الخامسة عشرة من ولاية المستنصر معد على مصر وهي سنة اثنتين
",441,412
413,442,True,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة عشرة من ولاية المستنصر معد على مصر وهي سنة اثنتين
","### ||| السنة السادسة عشرة من ولاية المستنصر معد على مصر وهي سنة ثلاث وأربعين
",412,443
448,427,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة العشرون من ولاية المستنصر معد على مصر وهي سنة سبع وأربعين
","### ||| السنة الحادية والعشرون من ولاية المستنصر معد على مصر وهي سنة ثمان
",447,428
430,452,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية والعشرون من ولاية المستنصر معد على مصر وهي سنة تسع
","### ||| السنة الثالثة والعشرون من ولاية المستنصر معد على مصر وهي سنة خمسين
",429,453
454,420,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة والعشرون من ولاية المستنصر معد على مصر وهي سنة خمسين
","### ||| السنة الرابعة والعشرون من ولاية المستنصر معد على مصر وهي سنة إحدى
",453,421
426,455,True,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثامنة والعشرون من ولاية المستنصر معد على مصر وهي سنة خمس
","### ||| السنة التاسعة والعشرون من ولاية المستنصر معد على مصر وهي سنة ست وخمسين
",425,456
458,437,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثلاثون من ولاية المستنصر معد على مصر وهي سنة سبع وخمسين
","### ||| السنة الحادية والثلاثون من ولاية المستنصر معد على مصر وهي سنة ثمان
",457,438
440,462,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية والثلاثون من ولاية المستنصر معد على مصر وهي سنة تسع
","### ||| السنة الثالثة والثلاثون من ولاية المستنصر معد على مصر وهي سنة ستين
",439,463
464,430,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة والثلاثون من ولاية المستنصر معد على مصر وهي سنة ستين
","### ||| السنة الرابعة والثلاثون من ولاية المستنصر معد على مصر وهي سنة إحدى
",463,431
436,465,True,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثامنة والثلاثون من ولاية المستنصر معد على مصر وهي سنة خمس
","### ||| السنة التاسعة والثلاثون من ولاية المستنصر معد على مصر وهي سنة ست وستين
",435,466
468,447,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الأربعون من ولاية المستنصر معد على مصر وهي سنة سبع وستين
","### ||| السنة الحادية والأربعون من ولاية المستنصر معد على مصر وهي سنة ثمان
",467,448
450,472,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية والأربعون من ولاية المستنصر معد على مصر وهي سنة تسع
","### ||| السنة الثالثة والأربعون من ولاية المستنصر معد على مصر وهي سنة سبعين
",449,473
474,440,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة والأربعون من ولاية المستنصر معد على مصر وهي سنة سبعين
","### ||| السنة الرابعة والأربعون من ولاية المستنصر معد على مصر وهي سنة إحدى
",473,441
447,476,True,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة التاسعة والأربعون من ولاية المستنصر معد على مصر وهي سنة ست
","### ||| السنة الخمسون من ولاية المستنصر معد على مصر وهي سنة سبع وسبعين
",446,477
478,457,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخمسون من ولاية المستنصر معد على مصر وهي سنة سبع وسبعين
","### ||| السنة الحادية والخمسون من ولاية المستنصر معد على مصر وهي سنة ثمان
",477,458
460,482,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية والخمسون من ولاية المستنصر معد على مصر وهي سنة تسع
","### ||| السنة الثالثة والخمسون من ولاية المستنصر معد على مصر وهي سنة ثمانين
",459,483
484,450,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة والخمسون من ولاية المستنصر معد على مصر وهي سنة ثمانين
","### ||| السنة الرابعة والخمسون من ولاية المستنصر معد على مصر وهي سنة إحدى
",483,451
457,487,True,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة التاسعة والخمسون من ولاية المستنصر معد على مصر وهي سنة ست
","### ||| السنة الأولى من ولاية المستعلي أحمد على مصر وهي سنة ثمان وثمانين
",456,488
490,492,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية المستعلي أحمد على مصر وهي سنة تسع وثمانين
","### ||| السنة الثالثة من ولاية المستعلي أحمد على مصر وهي سنة تسعين وأربعمائة
",489,493
494,490,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية المستعلي أحمد على مصر وهي سنة تسعين وأربعمائة
","### ||| السنة الرابعة من ولاية المستعلي أحمد على مصر وهي سنة إحدى وتسعين
",493,491
495,495,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السابعة من ولاية المستعلي أحمد على مصر وهي سنة أربع وتسعين ms1029
","### ||| السنة الأول من ولاية الآمر منصور على مصر وهي سنة ست وتسعين وأربعمائة
",494,496
500,504,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة من ولاية الآمر منصور على مصر وهي سنة تسع وتسعين
","### ||| السنة الخامسة من ولاية الآمر منصور على مصر وهي سنة خمسمائة
",499,505
506,500,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة من ولاية الآمر منصور على مصر وهي سنة خمسمائة
","### ||| السنة السادسة من ولاية الآمر منصور على مصر وهي سنة إحدى وخمسمائة
",505,501
505,514,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة التاسعة من ولاية الآمر منصور على مصر وهي سنة أربع وخمسمائة
","### ||| السنة العاشرة من ولاية الآمر منصور على مصر وهي سنة خمس وخمسمائة
",504,515
520,514,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة عشرة من ولاية الآمر منصور على مصر وهي سنة تسع وخمسمائة
","### ||| السنة الخامسة عشرة من ولاية الآمر منصور على مصر وهي سنة عشر وخمسمائة
",519,515
516,510,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة عشرة من ولاية الآمر منصور على مصر وهي سنة عشر وخمسمائة
","### ||| السنة السادسة عشرة من ولاية الآمر منصور على مصر وهي سنة إحدى عشرة
",515,511
520,524,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الرابعة والعشرون من ولاية الآمر منصور على مصر وهي سنة تسع عشرة
","### ||| السنة الخامسة والعشرون من ولاية الآمر منصور على مصر وهي سنة عشرين
",519,525
526,520,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة والعشرون من ولاية الآمر منصور على مصر وهي سنة عشرين
","### ||| السنة السادسة والعشرون من ولاية الآمر منصور على مصر وهي سنة إحدى
",525,521
524,524,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثامنة والعشرون من ولاية الآمر منصور على مصر وهي سنة ثلاث
","### ||| السنة الأولى من ولاية الحافظ عبدالمجيد على مصر وهي سنة خمس وعشرين
",523,525
530,535,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة من ولاية الحافظ على مصر وهي سنة تسع وعشرين ms1085 وخمسمائة
","### ||| السنة السادسة من ولاية الحافظ عبد المجيد على مصر وهي سنة ثلاثين
",529,536
537,530,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السادسة من ولاية الحافظ عبد المجيد على مصر وهي سنة ثلاثين
","### ||| السنة السابعة من ولاية الحافظ على مصر وهي سنة إحدى وثلاثين وخمسمائة
",536,531
536,515,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الحادية عشرة من ولاية الحافظ على مصر وهي سنة خمس وثلاثين
","### ||| السنة الثانية عشرة من ولاية الحافظ عبد المجيد عل مصر وهي سنة ست
",535,516
517,536,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية عشرة من ولاية الحافظ عبد المجيد عل مصر وهي سنة ست
","### ||| السنة الثالثة عشرة من ولاية الحافظ على مصر وهي سنة سبع وثلاثين
",516,537
540,545,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الخامسة عشرة من ولاية الحافظ على مصر وهي سنة تسع وثلاثين
","### ||| السنة السادسة عشرة من ولاية الحافظ عبد المجيد على مصر وهي سنة أربعين
",539,546
547,510,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السادسة عشرة من ولاية الحافظ عبد المجيد على مصر وهي سنة أربعين
","### ||| السنة السابعة عشرة من ولاية الحافظ عبد المجيد على مصر وهي سنة إحدى
",546,511
512,541,True,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة السابعة عشرة من ولاية الحافظ عبد المجيد على مصر وهي سنة إحدى
","### ||| السنة الثامنة عشرة من ولاية الحافظ على مصر وهي سنة اثنتين وأربعين
",511,542
543,512,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثامنة عشرة من ولاية الحافظ على مصر وهي سنة اثنتين وأربعين
","### ||| السنة التاسعة عشرة من ولاية الحافظ عبد المجيد على مصر وهي سنة ثلاث
",542,513
514,545,True,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة التاسعة عشرة من ولاية الحافظ عبد المجيد على مصر وهي سنة ثلاث
","### ||| السنة الثانية من ولاية الظافر على مصر وهي سنة ست وأربعين وخمسمائة
",513,546
548,551,False,False,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثالثة من ولاية الظافر أبي منصور على مصر وهي سنة سبع وأربعين
","### ||| السنة الثانية من ولاية الفائز بنصر الله على مصر وهي سنة خمسين وخمسمائة
",547,552
553,550,False,True,IbnTaghribirdi,NujumZahira,874,0874IbnTaghribirdi.NujumZahira.JK001330-ara1,"### ||| السنة الثانية من ولاية الفائز بنصر الله على مصر وهي سنة خمسين وخمسمائة
","### ||| السنة الثالثة من ولاية الفائز بنصر الله على مصر وهي سنة إحدى وخمسين
",552,551
