string,date,year_type,date_2,year_type_2,predicted_year,evaluation_year,years_pre,md_level,section_word_count,Author,Book,Death_date,URI,Notes,heading_two_dates,Range
"### | 54 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,33,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 55 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,60,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 56 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,35,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 57 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,82,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 58 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,62,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 59 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,127,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 60 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,56,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الطبقات تصنيف الإمام أبي الحسين مسلم رحمه الله
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,137,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 61 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,266,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 62 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,166,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب السنن للإمام أبي داود سليمان بن الأشعث السجستاني رحمه الله
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,646,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 63 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,44,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 64 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,121,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الناسخ والمنسوخ لأبي داود السجستاني في جزءين
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,138,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 65 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,183,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 66 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,139,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 67 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,96,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الجامع
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,603,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 68 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,59,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 69 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,132,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب شمائل النبي صلى الله عليه وسلم لأبي عيسى الترمذي أيضا
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,114,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 70 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,210,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب السنن الصغير للإمام أبي عبد الرحمن
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,215,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | ................ 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,800,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 71 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,42,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 72 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,100,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 73 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,87,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 74 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,70,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 75 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,75,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 76 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,122,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب السنن للإمام أبي عبد الله
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,339,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 77 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,66,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 78 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,51,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 79 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,168,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب مغازي رسول الله صلى الله عليه وسلم وبعوثه وسراياه، تصنيف الرجل الصالح موسى بن عقبة وروايته عن ابن شهاب وغيره
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,265,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | ................ 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,84,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب سيرة النبي صلى الله عليه وسلم تصنيف أبي بكر محمد بن إسحاق بن يسار المطلبي تهذيب عبد الملك بن هشام النحوي
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,504,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الصيام لأبي عبد الرحمن
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,108,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الدعاء لابن غزوان أيضا
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,37,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 80 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,38,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | .............. 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,29,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب فضائل الصحابة رضي الله عنهم لوكيع بن الجراح الرؤاسي
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,85,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | ................. 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,57,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 81 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,120,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب ms087 المسند لأبي داود سليمان بن داود الطيالسي
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,124,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | .............. 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,19,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 82 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,80,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 83 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,72,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الصلاة المستخرج من مصنف عبد الرزاق ابن همام الصنعاني في ستة أجزاء إلى آخر باب ما يقرأ في الوتر
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,107,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 84 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,192,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 85 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,132,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 87 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,152,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 88 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,106,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الزهد لأسد بن موسى الأسدي
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,82,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب فضل أبي بكر وعمر رضي الله عنهما له أيضا
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,72,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 89 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,61,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب المسند للإمام أبي بكر عبد الله بن الزبير الحميدي
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,113,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 90 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,246,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 91 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,345,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب غريب الحديث للإمام أبي عبيد القاسم بن سلام
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,105,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب فضائل القرآن لأبي عبيد
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,131,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 92 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,372,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب مسند الحافظ أبي محمد
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,124,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 93 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,162,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 94 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,54,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 95 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,39,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 96 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,165,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 97 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,45,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 98 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,77,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب المسند على الأبواب للإمام أبي محمد
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,290,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 99 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,32,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 100 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,24,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 101 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,55,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 102 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,58,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 103 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,75,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 104 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,30,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 105 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,144,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الأطعمة للإمام أبي سعيد عثمان بن سعيد الدارمي الحافظ
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,139,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | تصانيف الإمام أبي بكر عبد الله بن محمد بن عبيد بن أبي الدنيا القرشي
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,36,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الشكر
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,131,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب التوكل
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,132,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب القناعة والتعفف
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,109,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب ذم الملاهي
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,88,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب محاسبة النفس
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,90,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب الفرج بعد الشدة
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,241,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب اليقين
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,100,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب الصمت
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,61,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب العزلة والانفراد
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,66,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب ذكر الموت
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,82,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب المحتضرين
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,45,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب الرضى
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,28,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب الرقة والبكاء
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,30,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب حلم معاوية رضي الله عنه
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,48,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الذكر
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,78,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب قرى الضيف
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,56,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب الوجل والتوثق بالعمل
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,55,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب قصر الأمل
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,62,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب مجابي الدعوة
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,55,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب ذم المسكر
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,39,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب المداراة للناس
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,106,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب التهجد وقيام الليل
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,8,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | وكتاب التوبة والمثابة له
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,82,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 107 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,173,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 108 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,349,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب أخلاق النبي صلى الله عليه وسلم للقاضي إسماعيل
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,99,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب فضل الصلاة على النبي صلى الله عليه وسلم
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,69,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 109 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,70,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 110 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,219,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الهدايا للإمام أبي إسحاق إبراهيم بن إسحاق الحربي الحافظ
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,62,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب إكرام الضيف له
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,56,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 111 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,204,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب التوبة والمثابة لأبي بكر أحمد بن عمرو بن أبي عاصم
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,130,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الأشربة
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,48,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | 112 - 
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,141,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الخضاب لابن أبي عاصم
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,43,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | كتاب الديباج لأبي القاسم
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,24,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
"### | فضل المجالس والبقاع
",0,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,143,IbnKaykaldiDimashqi,ItharatFawaid,761,0761IbnKaykaldiDimashqi.ItharatFawaid.Shamela0022882-ara1,,,
